text,polarity
تا ديروز S II مسخره ميکردم چون که خيلي سبک بود احساس ميکردم بي قابليته، اما..,-2
کيفيت دوربينش هم خوبه.,1
• طراحی و ساختاز لحاظ طراحی،  Nexus 4 شباهت زیادی با عضو قبلی خانواده گوشی‌های نکسوس یعنی Samsung Galaxy Nexus دارد اما لبه های گوشی انحنای کمتری دارند.,0
از مزایای بسیار مفید دوربین فیلمبرداری JVC GZ-MG335،  این است که قابلیت فیلمبرداری با کیفیت خوب در شب را دارد.,2
تمامی برنامه های پیش فرض سیستم عامل iOS نیز برای این اندازه و دقت بالاتر از نو طراحی شده‌اند و اپل حداکثر تلاش خود را کرده تا کاربران از این افزایش سایز صفحه نمایش،  حداکثر بهره را ببرند.,0
برنامه هاي نصب شده روي گوشي از جمله برنامه ي آفيس با قابليت اِديت داکيومنتها 20.قيمت کمتر با وجود اين امکانات در مقابل گوشي هاي هم رده خودش  حالا واقعاً چي از گوشي هاي Neo و Neo V و Ray کم داره من نميدونم.,1
سرعت اسکن نیز نسبتاً بالا می باشد و اسکن یک صفحه ی سیاه و سفید را در 5.6 ثانیه و یک صفحه ی رنگی را در16.9  ثانیه اسکن می کند.,1
آدم با پولش ميتونه دو تا گوشي هم سطح desire x بخره!,0
•نرم افزار و سخت افزار داخلیXperia TX به طور پیش فرض از سیستم عامل اندروید نسخه 4.0 استفاده می‌کند که به رابط کاربری انحصاری سونی مزین شده است.,0
سلام دوستان من اين گوشيرو 7 ماهه که دارم.,0
در نهایت می‌توان نقطه ضعف اصلی این تبلت را در طراحی و ساخت آن دانست،  جایی که از یک تبلت با این امکانات و قدرت،  انتظار بیشتری می‌رفت ولی توسط سامسونگ برآورده نشد.,-1
"در مود Live view سه مود فوکوس خودکار Quick, Live  و  Face Detectionوجود دارد.",0
دوم اينکه اگر هارد بر اثر مجاورت با يک منبع گرمايي مانند گيرنده هاي ديجيتال بيش ازحد گرم بشه به طور اتوماتيک خودش از کارميفته و ازسوختن و گرماي بيشترجلوگيري ميکنه.,1
در آینده و با به بازار آمدن این دوربین،  سعی می‌کنیم که آپدیت هایی بر روی این نقد و بررسی داشته باشیم.,0
اما برخلاف مدل SX30 IS که فقط می‌توانست با کیفیت HD فیلم‌برداری کند،  به مدد سنسور HS دوربین SX40 HS فیلم‌برداری Full HD نیز میسر شده است.,1
این مشکل در نقشه های سه بعدی این برنامه بیشتر نمایان می‌شود.,-1
واقعا هم خوش دسته,2
پردازنده Intel Atom این تبلت عملکرد رضایت بخشی را از خود به نمایش می‌گذارد و به راحتی از پس انجام اکثر وظایف روزمره بر می‌آید مادامی که اجرای جدیدترین بازی‌های HD جزو کارهای روزمره شما نباشد.,1
تشکر ميکنم از سايت خوب ديجي کالا که بهترين فروشگاه تو ايرانه.,1
نوت ۲ اندازه بزرگي داشت حالا ديگه با خيال راحت منتظر ميمونم تا بياد.,0
يه کم اين کنسول جديداش نسبت به قبلياش لنزشون ضعيفتره که مشکلي نيست البته.,1
به همراه Hero3 یک ریموت کنترل هم آمده که با Wi-Fi کار می کند.,0
کلي هم برنامه دارم.,1
در ضمن،  لومیا 620 دارای 8 گیگابایت حافظه داخلی است که با توجه به پشتیبانی این گوشی از کارت حافظه جانبی،  تا 32 گیگابایت دیگر نیز می‌توان به آن اضافه نمود.,0
اگر دنبال يک گوشي زيبا با قيمت مناسب و دو سيم هستيد يکي از بهترين پشنهادات .,1
من يکيش رو دارم درحد دوربينهاي 2 ميليوني خيلي کارش خفنه,2
این دستگاه در دو رنگ مشکی و نقره‌ای عرضه شده است.,1
فیلم‌های گرفته شده روان بوده و تصاویر بسیار شارپ می‌باشند.,2
این دوربین همانند دیگر دوربین های سری جدید A کانن،  توانایی ضبط ویدیویی 720p HD با سرعت 25 فریم بر ثانیه و در فرمت AVI H.,0
اونا يکم تو کيفيت بهترن.,1
دوربين واقعا عالي اي هست.,2
کلا نوکيا با واي فاي که هيچ،  با دوربين درست و حسابي هم مشکل داره.,-1
تمام قسمت پشتی درب و قسمت درونی از پلاستیک ساخته شده ولی قسمت استراحت مچ از فلز آلومینیوم ساخته شده است تا با اینکه لپ‌تاپی در سطح کاربری عام و رده‌ی کاربری عام است،  کیفیتی بالاتر از رقبای هم سطح خود را ارائه دهد.,1
این دو دوربین از نظر ظاهری نیز تفاوت هایی با یکدیگر دارند و در کل W630 کمی جمع و جورتر است.,1
مرورگر موجود بر روی این دستگاه مرورگر استاندارد گوگل است که قابلیت پشتیبانی از فایل‌های فلش را نیز داراست.,1
عکس‌ها در ایزو 100 و 200 بدون نویز هستند و فقط مقداری نویز و کاسته شدن از غلظت رنگ‌ها در ایزو 400 مشاهده می‌شود.,1
مخصوصا که در مدل دو سیم کارته،  تا به این تاریخ این گوشی بی رقیب است.,1
با اين مشخصات قيمت کاملا مناسبي داره از همه مهم تر به روز بودن گوشيه با آخرين ورژن آندرويد و باتري قوي,1
• باتری بسته به سخت افزار داخلی،  سری 4540s با دو نوع باتری لیتیوم-یونی 6 و 9 سلولی ارائه می‌شوند.,0
از دیگر برنامه‌هایی که تغییر بسیاری داشته است،  ویدئو پلیر گوشی است.,0
همانند همه تبلت های دیگر،  بر روی این تبلت نیز تعدادی برنامه به صورت پیش فرض وجود دارد.,0
دوربین فیلمبرداری JVC GZ-MG335،  مجهز به لنزی با محدوده ی کانونی 2.2-77 میلی متر و از نوع JVCاست که لرزش گیر تصویر دیجیتال دارد و لرزش های دوربین را جبران کرده و از محوشدگی تصاویر،  جلوگیری می کند.,1
"هر لپ تاپي ميبينم دوباره ميرسم به اين 
پرو بوک .",0
• قلمدر کنار داک تبلت این گوشی،  یک قلم بلوتوث نیز وجود دارد.,0
در Galaxy S II برنامه‌ای وجود دارد که از طریق آن می‌توانید غلظت رنگ نمایشگر را به صورت دلخواه تنظیم کنید.,1
) را به گوشی گفته و گوشی طبق آن آهنگ‌های مختص آن حالت را پخش می‌کند.,0
هرچند که ممکن است برای لحظاتی تصویر تار و سپس دوباره واضح شود.,0
تنها ايرادي که ميشه با اين رنج قيمت از اين گوشي گرفت اينه که موقع گرفتن تماس بايد با يک دکمه از قبل سيم يک و دورو انتخاب کنيد و مثل گوشيهاي دوسيم ديگه نيست که بعد گرفتن شماره روي صفحه سيم يک و دورو انتخاب کنيد.,-1
بازي آنلاين عالي با XboxLive .,2
اما به هر حال برای ویندوز RT به اندازه ویندوز سون برنامه و بازی وجود ندارد و برای لذت بردن از آن،  باید کمی صبر کرد تا به مرور بر تعداد برنامه های سازگار با ویندوز آر تی اضافه گردد.,0
واسه همينه که محصولاتشون رو با امکانات جالبي به بيرون دادن..,0
تنها عيبش به نظر بنده اينه که موقع فيلمبرداري صداي لنز يه کم تو فيلم هست.,-1
در این مورد HTC هیچ تغییری را در گوشی جدید خود اعمال ننموده است.,0
راحت ميشه گذاشتش تو جيب داخلي کت يا کاپشن و اينور و اونور بردش.,1
من 5 روز پيش اين تبلت رو خريدم.,0
بدین معنی که بر روی هر سوژه ای که می‌خواستید عمل فوکوس خودکار انجام شود کافی است که تصویر آن را بر روی نمایشگر لمس کنید تا دوربین این کار را انجام دهد.,0
بلندي صداش هم خيلي خوبه و راحت در جاهاي شلوغ متوجه تماس ميشويد.,2
Toy Camera یک اثر Vignetting به عکس گرفته شده می‌دهد (تاریک شدن اطراف فریم) و در ضمن یک تغییر رنگ محسوس را هم در آن‌ایجاد می‌کند.,0
چنین سخت افزارهایی باعث شده که ذره‌ای مکث و تاخیر در عملکردهای گوشی دیده نشود.,1
دوستان دقت کنيد که سخت افزار آيپد ميني با آيپد 2 مثل همه پس فکر نميکنم در اجراي نرم افزار ها و بازي مشکل خاصي پيش بياد در واقع آيپد ميني کوچک شده آيپد 2 هستش.,0
رم بسیار بالای آن،  قابلیت Multi-tasking ،  قدرت بالا در اجرای سنگین‌ترین برنامه های گرافیکی و البته قلم بسیار کاربردی آن.,2
يکي نداشتن دوربين دومه که براي خيلي ها اصلا کاربرد نداره،  يکي ديگه هم اينه که شارژش سريع ته ميکشه.,-1
البته تحول در طراحی‌های خود.,0
هر وقت هم محل جغرافيايي رو دستي وارد کني که اب و هوا رو لود کنه يه بار نشون ميده چند بار کلا نشون نميده من که نفهميدم مشکل کجاست.,0
برتري چشمگيري داره به هرحال اگه ميخواين اين گوشي را الان بخريد يه ذره هم به دلتون بد راه نديد چون همچيش نسبت به قيمتش عاليه,1
به علاوه امکان عکس‌برداری HDR به طور پیش فرض به برنامه دوربین اضافه شده است.,1
از دیگر مشخصه‌های این دوربین می‌توان به ورودی میکروفون،  پورت USB و لامپ‌های کوچک LED اشاره کرد.,0
به نظر من با اين امکانات اصلا ارزش خريد نداره؛ Note 8.0  خيلي از اين بهتره مخصوصا از لحاظ امکانات سخت افزار.,-1
شیوه کاملاً نوین تعامل با تلویزیون را تجربه کنید.,1
اونم با اين همه طرفدار و مشتاق,1
ابعاد این گوشی 77×143 و قطر آن نیز مقداری کمتر از 1 سانتی متر است که ابعاد نسبتا بزرگی محسوب می‌گردد که برای کار با یک دست یا آن قطعا مشکل خواهید داشت.,-1
همچنین آپشن‌های فیلم برداری 1920x1280  و  1440x1280در 50 فریم بر ثانیه و فرمت AVCHD و همچنین سایزهای 1440x1280،  1280x720  و  640x480در 25 فریم بر ثانیه و فرمت MPEG4 هم برای آن وجود دارد.,0
به لطف وجود سیستم عامل اندروید،  امکان شخصی سازی صفحات،  اضافه کردن ویجت ها،  تغییر تصاویر پس زمینه و..,1
شايد با خودتون ميگيد که تمام برنامه ها رو اندرويد هم داره اما من ميگم هميشه چيزي که مختص به يک وسيله است، قائدتا امکانات خاصي داره که شايد محصولات ديگه ندارن.,0
اين گوشي جاي هيچ حرف و حديثي نذاشته.,1
البته در تست‌های ما این باتری تا یک و نیم روز استفاده عادی دوام آورد و جالب اینکه در حالت آماده به کار،  بیش از 14 روز شارژ دهی نمود.,0
هم‌چنين،  ريجن‌هاي J/Asia و J از لحاظ اجراي بازي‌هاي ريجن‌فري با هم متفاوت هستند.,0
بالاخره تونستم جايي را در تهران پيدا کنم و از آنها مشاوره گرفتم که مشکل از کجاست؟,0
در حقیقت مود Spot metering توانایی پوشش و نورسنجی از 4% مرکزی تصویر را دارد و مود Partial حدود 9% را پوشش می‌دهد.,0
فقط اگه کارت حافظه هم پشتيباني کنه اخرشه من که عاشقش شدم خيلي خيلي زيباست با اون کيفيت صفحه بالا قطعا بهترين گوشي دنياست عاشقتم HTC.,1
در قسمت بالای نمایشگر،  سنسور سنجش نور محیطی و دوربین جلویی،  و در قسمت زیر نمایشگر دو دکمه‌ی لمسی آندرویدی دیده می‌شود.,0
در موضوع اجرا بازي هاي سنگين بايد بگم که در هردو به رواني اجرا مي شوند در ايپد هيچ وقت هنگ نکرده در ايسوس هم بخاطر سخت افزار قدرتمند هنگ نخواهد کرد اما اگر به دنبال تنوع در بازي ها هستيد من به شما  ايسوس را پيشنهاد ميکنم اما اگه به دنبال بهترين تبلت دنيا هستي بي شک Asus Transformer Pad Infinity شما را ناراحت نخواهد کرد,1
فقط حيف دوربينش.,-1
مصطفي فولادي: اپل هميشه پر قدرت ظاهر شده و بسيار شور رو هيجان در دل طرفدارانش بر مي انگيزد و بسيار خوب است که يک کمپاني يکه تاز در دنيا باشد.,2
کلا  فقط قيمت رقابتي است  و امکانات - مثلا در فلان گوشي فلان چيز دارد اما در گوشي رقيب با همين امکانات فلان آپشن وجود ندارد .,0
ولي با اين حال اگر دوباره بخوام گوشي بخرم بين اس3 و فبلت بازم همين را انتخاب ميکنم.,0
واقعاً فوق‌العادست .,2
با سلام با اين قيمت مناسب که اخيراً پايينتر هم اومده واقعاً بي نظيره سرعت سخت افزارش به نسبت مدلش و دوهسته اي بودنش حرف نداره من خودم اين تبلت ندارم ولي دوستم داره و وقتي اولين بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم ميگفت که خيلي ازش راضيه.,1
هنگامي که تبلت آيپد 3 رو خريدم تفاوت خاصي رو در دو سيستم عامل  متوجه شدم.,0
اما در هنگام نگاه کردن با زاویه به صفحه نمایش و همچنین هنگام کار با گوشی در زیر نور آفتاب،  عملکرد صفحه‌نمایش کاهش می‌یابد.,-1
نيست .,0
حافظه RAM سری E1-531 نیز در کانفیگ های مختلف بین 2 تا 4 گیگابایت متغیر است.,0
بي صبرانه منتظر خريدشم,2
با قابلیت پشتیبانی این گوشی از 3G،  GPRS،  Edge و Wi-Fi،  دسترسی به اینترنت از روش‌های گوناگون امکان‌پذیر خواهد بود.,1
این دوربین توانایی فیلم برداری 1920X1080p Full HD با سرعت 30 فریم بر ثانیه در فرمت های MPEG 4 و H.,0
N43SM در کانفیگ‌هایی با ظرفیت‌ها‌ی هارد دیسک مختلف نیز ساخته شده است و از حافظه‌ها‌ی SSD نیز پشتیبانی می‌کند.,0
براي اونايي که گوشي هاي بزرگ رو دوست دارن،  بهترين گوشيه!,2
در این زمینه هم Ixus 510 HS شبیه به 500 HS است.,0
ولي اگه هدفتون فقط عکاسي هست به نظر من روي دوربين عکاسيش زياد حساب نکنيد .,-1
انگار همون مدلاي قبله يه ذره خوشگلش کردن و بهش رسيدن .,1
ولي به نظر من کلا عملکرد باطريش خيلي راضي کننده و خوبه.,2
"عاليه اما اگر دوربينش بالاتر بود بهتر مي شد
",1
"به خصوص اینکه مجهز به مودهای عکاسی حرفه ای تر P,A,S,M هم می‌باشد.",1
از رقبای اصلی این گوشی می‌توان به Samsung Galaxy S III و LG Optimus 4X HD اشاره کرد که هر یک از آن‌ها مزایا و معایب خاصی نسبت به این گوشی دارند.,0
همچنین با وجود پشتیبانی این گوشی از Wi-Fi،  3G،  Edge و GPRS و همچنین سخت افزار مناسب و صفحه نمایش بزرگ و وضوح بالای آن،  مرورگری اینترنت در این گوشی به یکی از کارهای لذت بخش با آن تبدیل خواهد شد.,1
در مود Program اختیار بیشتری برای انجام تنظیمات نور دهی خواهید داشت.,1
فیلم برداری دوربین Asha 302  با کیفیت QVGA و سرعت 15 فریم بر ثانیه صورت می‌پذیرد که چندان قابل تعریف نیست.,-1
"این در حالیست که دکمه های Play,Video Snap,Auto و Battery info در کنار آن‌ها قرار گرفته اند.",0
در کل ميشه گفت لپ تاپي خوب و با طراحي بي نظير .,2
در کل بگم با اينکه تو اين دو سه ماه قيمتها بالاتر رفته اما باز هم نسبت به قيمتش امکانات زيادي داره.24/8/91,1
منم از اين ظاهر تکراري خسته شدم،  به خاطر همين اس تري رو به 4s که داشتم ترجيح دادم.,-1
فيلم از اکس باکس لايو .,0
و در آخر اينکه از انتخابتون لذت خواهيد برد و مطمئنا ناراضي نخواهيد بود چون مي دونم کارخانه ها هيچ چيزيو کامل توليد نمي کنن اما به راحتي مي گم کساني که از B7722 لذت بردند و يادشونه که چه گوشيه کاملي بود از اين گوشي هم به همون اندازه لذت خواهند برد .,1
در ضمن،  بر روی لبه راست دستگاه نیز،  شکاف سیم کارت و کارت حافظه قرار گرفته‌اند که توسط در پوشی پوشانده شده‌اند.,0
"همان طور که گفتیم،  دوربین‌های CX190, CX200 و CX210 در حقیقت دوربین‌های یکسانی هستند.",0
سلام دوستان صفحه نمايش اين گوشي مثل ساير گوشي هاي 720p سوني فوق‌العادست و از همشون جز اکسپريا تي و اکسپريا تي ايکس بهتره دليلشم اينه که صفحه ي بزرگش واقعا قشنگه و با ديدنش ديگه دلتون نميخواد از يه صفحه ي 4.3 استفاده کنين مثل من.,2
صفحه نمایش صفحه نمایش 4.3 اینچی HTC Desire SV یک صفحه نمایش لمسی خازنی از نوع Super LCD 2 می‌باشد که قادر است تصاویر را با رزولوشن 800×480 پیکسل به نمایش بگذارد.,0
از مزيت‌هاي اين درايو نسبت به دو مدل ديگر مي‌توان به صداي نسبتا کمتر و کيفيت بهتر ساخت اشاره کرد؛ اما دو مدل قبلي يعني Samsung / Toshiba و LG / Hitachi در کل کيفيت ساخت يکساني دارند.,1
نکته مهم،  حفظ کیفیت در صداهای بلند است به طوری که هر چقدر که بلندی صدا را زیاد کردیم،  هیچ‌گونه اعوجاج یا کاهش کیفیتی مشاهده نکردیم.,1
و مرگ ناگهاني در مدل xperia z هست که برطرف شد با آپديت .,0
با 4 تا باتري پاناسونيک که همراهش بود تا حالا 200 تايي عکس گرفتم .,0
قلم Rubberdium همراه با Optimus VU،  یک قلم نیز ارائه گردیده که ال جی آن‌را Rubberdium نامیده است.,0
البته این دوربین امکانات متنوع و خوبی را در اختیار کاربر قرار می‌دهد.,1
در حقیقت این کار مشابه قابلیت AirPlay موجود بر روی تبلت iPad 2 است.,0
این دوربین از سنسور تصویر 16 مگا پیکسلی BSI-CMOS و پردازشگر تصویر DIGIC 5 بهره می‌برد.,1
پیش روی شما دریایی از انواع بازی هایی قرار خواهد داشت که در بین آن‌ها بازی‌های 3D و کاملاً مهیج و گرافیکی هم وجود دارد.,1
من اين دوربين رو چند وقته دارم و بسيار ازش راضي هستم.,1
این بند به کاربر احساس امنیت بیشتری هنگام کار کردن با دستگاه به خصوص هنگام عکس‌برداری منتقل می‌کند.,1
نتایج تست های انجام شده نیز،  این انتظار ما را به واقعیت تبدیل کرد.,0
به غير از dvd rom.,0
همچنین در حالت Advanced این مقدار به 51 برابر به صورت مجازی افزایش می‌یابد.,1
برخي دوستان از کم بودن باتري نگرانند که الان ديگه باتري زياد مهم نيست چون بالاخره زندگي امروز طوريکه هر جا بري ميتوني گوشي رو شارژکني.,0
منوي صفحه نمايش اين دوربين زبانهاي مختلف رايج دنيا و همچنين زبان فارسي را دارد .,1
"راستش من يه 42 اش رو دارم ازش راضي‌ام
اما به قول دوستمون مصرفش بالاست يه کم
و صد البته گرماي روي سطح تلويزيون و پشتش هم زياده بطوريکه در ايام تابستان اگه کولر نباشه و زمستان که بخاري روشنه اين گرما زياد احساس ميشه
ولي کيفيت تصويرش به نظر من خيلي خوبه",1
ولی از دوربین 550D این کار آسان شده و با فشردن دکمه‌ی شاتر تا نیمه می‌توانید فوکوس خودکار را انجام دهید.,1
گوشي مناسب، خوب و کارايي است.,1
"توي خريدش شک نکنيد 
ممنون ديجي کالا",1
آموزش جامع ویندوز ۸ نیز به صورت مالتی‌مدیا نیز در مجموعه گردو قرار داده شده است.,0
با توجه به قيمتش در ايران فقط يه چيز ميتونم بگم : کالايي جهت نشان دادن وضعيت مالي شخصي و به رخ کشيدن!,0
بنابراین مطمئنا این نوت‌بوک‌ها مناسب انجام بازی‌های رایانه ای نیست.,-2
سلام دوستان بنظر من با اين امکانات گلکسي اس ادونس هم بهتره هم قيمتش مناسب تره در کل به قول دوستان نسبت به امکاناتش ارزش نداره.,-1
واقعا انتظار ها براورده نشد.,-2
به علاوه از پورت USB 3.0 هم بهره می‌برد.,0
سلام باتري گوشي من خيلي زود شارژ خالي ميکنه  و فقط از باتريش رضايت ندارم در ضمن روي باتري 1160ميلي آمپر نوشته شده کيفيت دوربينش خوبه رضايت بخشه کوچيک وخوش دسته  نرم افزار ضبط صدا که نصب ميکني مشکلش حل ميشه,1
البته نمی‌توان گفت که سیستم خنک کننده کاملا بی صدا است ولی مسلما صدای آزار دهنده ای تولید نمی‌کند.,1
سه ماهي ميشه که با همکاري يکي از دوستان اين لب تاپ رو خريدم البته با وسواس زياد هرچي تو ديجي کالا گشتيم در اين رنج قيمت بهتر و کاملتر از اون نبود انصافا هم چه از نظر ظاهري و چه از نظر داخلي حرف نداره قيمتش هم  از بازار ارزونتر بود از ديجي کالا بابت سايت خوبش ممنون ,2
در ضمن دکمه ی iA یا همان اتوماتیک هوشمند نیز در همان قسمت بالا قرار دارد.,0
به نظرم يکي از بهترين هاي بازار هست.,2
پیش از این پرینتر Dell 2355dn را نیز دیده بودیم که نمایشگر لمسی داشت.,0
من اين گوشي را چند روز پيش خريدم و برعکس بعضي اظهار نظر ها هيچ مشکلي با صفحه نمايش اين گوشي ندارم و به نظر من تصاوير در آن بسيار شفاف و با کيفيت هستند و پيشنهاد ميکنم اگر کسي قصد خريد دارد شک نکنه.,2
رنگ قرمزش براق و خوشگله بسيار خوش دست و جمع و جوره کيفيت ال سي دي عالي کلا به نسبت قيمتش بسيار بصرفه است,2
اميدوارم نسخه تک سيمکارته اين گوشي که شارژ بيشتري نگه ميدارد ،  آنهم در رنگ هاي متنوع مخصوصاً سفيد وارد کشور شود.,1
طبق ادعای پاناسونیک،  این چشمی تا سه بار پاسخگویی بالاتری نسبت به چشمی دوربین G5 دارد.,1
"با سلام خدمت همه دوستان
من الان 1ماهه اين گوشيرو گرفتم.",0
همچنین USB Flash card یا شیار کارت حافظه هم وجود ندارد.,0
از خوبی‌های گوشی‌های ساخت ال جی می‌توان به وجود ویجت‌های متنوع و کاربردی موجود در گوشی‌های ساخت این کمپانی اشاره نمود.,1
من مشتري ، آزادي در حق انتخاب  را دوست دارم!,0
از عکس های گرفته شده توسط آن انتظار زیادی داریم.,0
در حاليکه اکثر گوشيهاي مدرن ۱ سال گذشته اين سنسور را جز اصلي سخت افزار خود منظور کرده اند.,0
مورد تائید استاندارد US MIL-SPEC است و نگرانی از دست دادن اطلاعات در اثر عوامل محیطی وجود ندارد.,1
همچنین اینکه برای اسکن یک عکس 6X4 به بیش از یک دقیقه زمان احتیاج دارد که یکی از کند ترین اسکنرهایی می‌باشد که تا به حال دیده ایم.,-2
کل برد الکترونیکی آن نیز مطمئنا آب رفته است.,0
اعم از خوبي ها و بدي هاش.,0
• سخت افزار داخلی همان‌طور که گفتیم این نوت‌بوک‌ها در کانفیگ های نسبتا متنوع و البته قدرتمندی ساخته شده است.,2
"فکر نکنم اين گوشي پرچمدار htc باشه , حداقل نه براي زمان زيادي.",0
در قسمت پشتی یک سویچ وجود دارد که با آن می‌توانید بین حالت فیلم برداری،  عکاسی و پخش فیلم‌ها سویچ کنید.,0
دوستان از روي تصوير نمي توانيد به زيباييش پي ببريد بايد ببينيدش,1
USB از دیگر امکاناتی است که در نظر گرفته شده است.,0
واين يعني برتري ios به اندرويد/ضمن اينکه رابط کاربري اين سيستم عامل بسيار روانتر و کاربر پسند تر از اندرويده/ از نظر ساختاريم که خب مثلا آيفون4s البته اگر باهاش کار کرده باشيد متوجه ميشيد که مثلا نسبت به خيلي از گوشيهاي اندرويدي برتر بازار تاچش روانتر و لذت بخش تره مثلا نسبت به گلکسي اس3 يا 2 يا اچ تي سي وان ايکس/يا مثلا سنسور ژيروسکوپش بهتر از اندرويد يا کار ميکنه يا از نظر صفحه نمايش مثلا سوني اکسپريا اس تراکم پيکسلي342ppiداره اما آيفون 4s تراکمش 336ppi هست در حاليکه عملا در ديدن تصاوير يا بازيها يا منو در صفحه آيفون متوجه برتري اون ميشيد.,1
متاسفانه پورت دوست داشتنی USB 3.0 در این لپ‌تاپ وجود ندارد.,-1
عالي از چيه اين گوشي بگم: فيلم اچ دي - دوربين 5 بارزوليشن بالا - اندرويد 2.3.4 با امکان آپديت به اندرويد 4 - پخش فيلم هاي اچ دي با رزوليشن بالا - فلاش - نمايشگر ال اي دي - ارتقا رم تا 32 گيگ و .,2
به هر صورت از این نظر P7700 کاملا عالی و طبق انتظاری است که داشتیم.,2
تنها مشکلي که در مورد نخريدن اين تبلت باهاش مواجه بودم،  نداشتن gprs و edge روي اين تبلت بود.,-1
سنسور Ambient Light برای تنظیم خودکار نور صفحه نمایش،  سنسور شتاب سنج،  سنسور ژیروسکوپ و نهایتا سنسور قطب نما.,0
• سخت افزار پردازنده یک گیگا هرتزی که در این گوشی به کار رفته،  سبب جلب رضایت کامل کاربر در هنگام کار با گوشی،  استفاده از برنامه های مختلف و یا گشت زنی در اینترنت گشته است.,1
من نميدونم فوجي فيلم چي رو داره تغيير ميده.,0
در Galaxy S II برنامه‌ای وجود دارد که از طریق آن می‌توانید غلظت رنگ نمایشگر را به صورت دلخواه تنظیم کنید.,1
فيلم برداري full hd بسيار رضايت بخشه.,2
رمش پايينه.,-1
با این حال صفحه کلید ASUS X نیز کاملا دوست داشتنی است.,2
اگر قابلیت نصب سیم کارت را کنار بگذارید،  iPod Touch جدید،  کم و بیش همان تجربه کاری iPhone 5 را در اختیار شما قرار خواهد داد.,0
اين تبلت به دليل قيمتش در ايران و اينکه رزولوشن صفحه نمايشش پايينه و در نشون دادن ويدئو ها با کيفيت Full Hd مشکل داره يکم ادمو تو خريدش دچار ترديد ميکنه.,-1
اپل در Retina MacBook Pro برای اولین بار به طور کامل از حافظه های خشک (SSD) به جای هارد درایوهای همیشگی استفاده کرده است.,0
همان بدنه ی فلزی مشکی رنگ کاملاً جمع‌و‌جور و مستحکم.,2
کمینه‌ی سرعت شاتر این دوربین 8 ثانیه است که می‌تواند کمی برای عکاسی در شب کم باشد.,-1
معمولا فوجيتسو  سعي ميکنه از بقيه برند ها ارزونتر باشه ولي بازم بايد صبر کنيم.,0
منم اين هارد رو دوشنبه سفارش دادم و چهارشنبه رسيد دستم .,0
همچنین این کنسول در پک های مختلفی به بازار عرضه می شود که برخی از آنها بازی اورجینال رایگان هم در خود دارند.,0
عاليه من دارم 6ماه ميشه تاحالا هنگ نکرده.,2
من دو هفتس اين گوشيو از ديجي کالا گرفتم.,0
اين هارد ديسک در مقايسه با يکسري از هارد ديسک هاي موجود در بازار از نقاط قوت خوبي بهره ميبرد.,1
دراخر بايد بگم ايفون5 گوشي که تو دنيا حرف اولو ميزنه.,1
وقتي اين گوشي را به هدفون متصل مي کنيم ،  صداي ها و نويز هاي اضافي صدا کمي افزايش پيدا مي کند اما باز هم در مجموع مي توان نمره اي بالاتر از حد ميانگين به آن اختصاص دارد .,1
خوشدسته!,1
زاویه دید هم،  همانند سایر صفحات نمایشی که از پنل TN استفاده می کنند،  در حالت افقی قابل قبول بوده ولی در حالت عمودی بسیار محدود می باشد.,-2
گوشي خوبيه، ولي به صرفه نيست,-1
کانن در طراحی آن خیلی استاندارد عمل کرده است.,2
.اما اشکال کار در اين است که معايب اين گوشي بيشتر از محاسنش است.,-1
به نظر من تو اين قيمت انتخاب مناسبيه.,1
از لحاظ نرم افزاری،  HTC One X به طور پیش فرض از اندروید 4.0 یا ساندویچ بستنی استفاده می‌کند.,0
چیزی که پیش‌تر در مورد گوشی‌های دارای ویندوز فون 8 مشاهده نموده بودیم.,0
آنتی‌ویروس پاندا 2013 تنها یک برنامه ضدویروس و ضدبدافزار نیست بلکه حفاظت کامل و همه‌جانبه‌ای را برای اطلاعات و تجهیزات رایانه‌ای شما فراهم می‌آورد.,1
"264), RealVideo 8, SDP, WMVازهمين سايت بخريد من که خريدم خيلي هم راضيم",0
به جز کيفيت .,0
"کیفیت و بزرگی نمایشگر خیلی خوب است و خیلی بهتر از نمایشگر های 230,000 پیکسلی می‌باشد.",2
با تشکر از سايت عالي ديجي کالا,2
متاسفانه،  این دوربین مجهز به فوکوس دستی نمی باشد که این ویژگی دوربین برای عکاس های حرفه ای که عاشق تنظیمات دستی هستند،  بسیار مهم است.,-1
بر روی لبه بالایی دستگاه،  جک 3.5 میلی متری هدفون وجود دارد.,0
البته عرض گوشی به گونه ایست که شاید بسیاری افراد نتوانند با یک دست با آن کار کنند.,0
امکانات ورژن جديد اندرويد با شناسه  587 0 b  -  تقريبا کليه نقايص اندرويد 4 روي گوشي لايو با اين ورژن حل شده است سرعت مناسب کارکرد گوشي-سرعت مناسب در حين فيلم‌برداري در حالت اچ دي-شماره‌گير هوشمند مناسب-عدم مشکل واي فاي و.,1
ولی باید توجه داشت که برای فکس،  ما نیازی به رزولوشن بالاتر از این نداریم.,0
"بي صبرانه منتظر خريدشم 
",1
بسته بندي elite اين کنسول ؟,0
منم چند روزي ميشه که گرفتم.,0
سینی جلویی توانایی نگهداری 150 برگ کاغذ A4 را دارد و درست در بالای آن،  سینی خروجی قرار گرفته است که به صورت همزمان 100 کاغذ می‌توانند درون آن جای گیرند.,0
